Data Source in SDW: http://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=674b45f478b7c655939c4c091b855685&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=3&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_9Y
2019-05-28,-0.083917,-0.009114,0.058542,0.119328,0.173752,0.222423,-0.616354,0.400183,0.509029,-0.653856,0.581305,-0.559652,-0.644525,-0.597352,-0.524739,-0.580647,-0.437940,-0.345585,-0.253611,-0.165712
2019-05-27,-0.071740,0.003524,0.071508,0.132525,0.187112,0.235898,-0.613171,0.413893,0.522799,-0.652604,0.595101,-0.551167,-0.642388,-0.593304,-0.518623,-0.574449,-0.429970,-0.336101,-0.242953,-0.154176
2019-05-24,-0.045479,0.030460,0.099001,0.160475,0.215438,0.264532,-0.611985,0.443465,0.552833,-0.641778,0.625414,-0.563816,-0.626699,-0.574787,-0.498144,-0.581575,-0.407934,-0.312748,-0.218469,-0.128728
2019-05-23,-0.049877,0.026707,0.095869,0.157927,0.213428,0.263014,-0.613526,0.443790,0.554295,-0.644870,0.627626,-0.564994,-0.631356,-0.580534,-0.504430,-0.582728,-0.414296,-0.318849,-0.224098,-0.133765
2019-05-22,-0.015467,0.061323,0.130188,0.191595,0.246219,0.294800,-0.603971,0.470460,0.577139,-0.629970,0.647842,-0.570283,-0.614721,-0.561510,-0.482039,-0.581224,-0.388249,-0.289520,-0.192234,-0.100227
2019-05-21,-0.010852,0.065828,0.134539,0.195775,0.250224,0.298635,-0.607150,0.473604,0.579837,-0.632477,0.650246,-0.571619,-0.615384,-0.560321,-0.479393,-0.583529,-0.384606,-0.285276,-0.187686,-0.095579
2019-05-20,-0.027543,0.047879,0.115419,0.175582,0.229056,0.276587,-0.613345,0.448319,0.552584,-0.641464,0.621704,-0.572291,-0.625164,-0.570499,-0.490148,-0.586542,-0.396240,-0.298039,-0.201726,-0.110952
2019-05-17,-0.043988,0.030668,0.097597,0.157265,0.210333,0.257526,-0.618287,0.428154,0.531802,-0.643477,0.600525,-0.585279,-0.628287,-0.576104,-0.498424,-0.596038,-0.406908,-0.310687,-0.215955,-0.126424
2019-05-16,-0.027634,0.046026,0.112234,0.171437,0.224250,0.271349,-0.622004,0.442625,0.547203,-0.646029,0.616624,-0.569424,-0.621761,-0.561855,-0.479792,-0.590029,-0.386720,-0.290711,-0.197048,-0.108837
2019-05-15,-0.053183,0.020364,0.086432,0.145483,0.198144,0.245095,-0.634080,0.415785,0.519997,-0.667315,0.589184,-0.567201,-0.646586,-0.587733,-0.505762,-0.593561,-0.412504,-0.316308,-0.222543,-0.134322
2019-05-14,-0.016976,0.057239,0.123886,0.183439,0.236535,0.283867,-0.627395,0.455870,0.560837,-0.649037,0.630504,-0.575783,-0.622037,-0.559546,-0.475243,-0.596189,-0.380323,-0.282836,-0.188009,-0.098888
2019-05-13,-0.001224,0.074196,0.142008,0.202656,0.256763,0.305017,-0.620459,0.480472,0.587556,-0.637117,0.658609,-0.579336,-0.609393,-0.547326,-0.463364,-0.595283,-0.368336,-0.270284,-0.174556,-0.084331
2019-05-10,0.020721,0.096997,0.165576,0.226905,0.281617,0.330407,-0.618794,0.507774,0.615988,-0.628295,0.687773,-0.587695,-0.596878,-0.532611,-0.447066,-0.599668,-0.350706,-0.251445,-0.154595,-0.063334
2019-05-09,-0.005292,0.070224,0.138113,0.198823,0.252979,0.301272,-0.625946,0.476833,0.583962,-0.642095,0.655043,-0.585934,-0.614247,-0.552123,-0.468076,-0.601399,-0.372927,-0.274736,-0.178868,-0.088513
2019-05-08,0.001960,0.077344,0.145183,0.205895,0.260084,0.308428,-0.619104,0.484283,0.591631,-0.630019,0.662857,-0.589148,-0.601360,-0.540106,-0.457352,-0.600426,-0.363399,-0.266143,-0.170933,-0.081007
2019-05-07,0.019064,0.095553,0.164426,0.226085,0.281134,0.330250,-0.607779,0.508931,0.617982,-0.617053,0.690316,-0.582559,-0.588579,-0.527670,-0.444881,-0.591731,-0.350447,-0.252361,-0.156111,-0.065049
2019-05-06,0.060867,0.137266,0.205838,0.267073,0.321634,0.370240,-0.596118,0.546615,0.654061,-0.600458,0.725306,-0.571613,-0.565691,-0.498901,-0.411349,-0.580992,-0.313414,-0.212971,-0.115288,-0.023489
2019-05-03,0.064187,0.140527,0.209000,0.270116,0.324551,0.373030,-0.598763,0.548874,0.655970,-0.602747,0.726982,-0.572746,-0.566662,-0.498475,-0.409781,-0.582891,-0.311031,-0.210070,-0.112100,-0.020180
2019-05-02,0.058462,0.134292,0.202359,0.263151,0.317323,0.365587,-0.597424,0.540761,0.647501,-0.599945,0.718287,-0.575122,-0.564397,-0.497542,-0.410368,-0.583682,-0.313048,-0.213319,-0.116364,-0.025258
2019-04-30,0.075070,0.149895,0.217371,0.277928,0.332144,0.380656,-0.595283,0.558299,0.667430,-0.593635,0.739944,-0.562426,-0.549915,-0.477239,-0.387535,-0.576816,-0.290153,-0.191729,-0.096575,-0.007223
2019-04-29,0.055375,0.130838,0.199097,0.260504,0.315589,0.364954,-0.593959,0.546178,0.657716,-0.596286,0.731850,-0.560729,-0.557602,-0.489481,-0.403282,-0.574845,-0.308270,-0.211219,-0.116650,-0.027305
2019-04-26,0.030048,0.105009,0.172799,0.233775,0.288467,0.337478,-0.596696,0.517423,0.628208,-0.609913,0.701863,-0.548024,-0.576333,-0.510617,-0.425643,-0.568245,-0.331388,-0.234932,-0.140915,-0.052108
2019-04-25,0.038559,0.113020,0.180282,0.240732,0.294919,0.343455,-0.597532,0.521537,0.631137,-0.608188,0.704006,-0.549658,-0.571884,-0.503981,-0.417528,-0.569806,-0.322443,-0.225667,-0.131694,-0.043171
2019-04-24,0.038523,0.112938,0.180199,0.240677,0.294910,0.343501,-0.593720,0.521866,0.631674,-0.604033,0.704685,-0.547547,-0.568349,-0.501334,-0.415723,-0.566927,-0.321319,-0.225043,-0.131408,-0.043094
2019-04-23,0.083347,0.158833,0.226904,0.287995,0.342695,0.391645,-0.588017,0.570939,0.681115,-0.590279,0.754323,-0.548271,-0.547455,-0.474369,-0.383763,-0.565488,-0.285355,-0.185932,-0.089862,0.000315
2019-04-18,0.071513,0.146992,0.215203,0.276525,0.331506,0.380760,-0.585038,0.561486,0.672684,-0.587734,0.746588,-0.548678,-0.547669,-0.477799,-0.390047,-0.564244,-0.293853,-0.195989,-0.100913,-0.011288
2019-04-17,0.125554,0.201468,0.269692,0.330754,0.385308,0.434043,-0.592482,0.612020,0.721128,-0.583781,0.793582,-0.561133,-0.531315,-0.450353,-0.353652,-0.575591,-0.250736,-0.148116,-0.049877,0.041694
2019-04-16,0.105620,0.182566,0.251982,0.314296,0.370101,0.420045,-0.589273,0.602978,0.715352,-0.584043,0.789989,-0.560270,-0.537458,-0.462100,-0.369715,-0.573208,-0.269633,-0.168535,-0.070790,0.021026
2019-04-15,0.113315,0.190031,0.259241,0.321376,0.377025,0.426834,-0.583754,0.609312,0.721432,-0.576903,0.795905,-0.556411,-0.529339,-0.453501,-0.360982,-0.568757,-0.260980,-0.160078,-0.062582,0.028972
2019-04-12,0.088853,0.163186,0.230230,0.290410,0.344303,0.392537,-0.585158,0.569259,0.677886,-0.580422,0.750077,-0.555387,-0.534835,-0.461280,-0.371385,-0.568688,-0.274236,-0.176273,-0.081677,0.007103
2019-04-11,0.030402,0.105109,0.172731,0.233598,0.288224,0.337197,-0.594027,0.517126,0.627954,-0.604136,0.701643,-0.551430,-0.570276,-0.505419,-0.421619,-0.569126,-0.328485,-0.232962,-0.139662,-0.051382
2019-04-10,0.012532,0.087168,0.154854,0.215872,0.270698,0.319898,-0.595739,0.500938,0.612580,-0.607499,0.686828,-0.554497,-0.576757,-0.515122,-0.434071,-0.571368,-0.343045,-0.249012,-0.156685,-0.068976
2019-04-09,0.038932,0.112107,0.178367,0.238030,0.291594,0.339631,-0.588633,0.516231,0.625082,-0.590135,0.697479,-0.557816,-0.552683,-0.487097,-0.404119,-0.570937,-0.312570,-0.218938,-0.127577,-0.041149
2019-04-08,0.051111,0.124683,0.191221,0.251080,0.304783,0.352920,-0.593875,0.529756,0.638697,-0.593116,0.711146,-0.562753,-0.552429,-0.483700,-0.398072,-0.576277,-0.304449,-0.209262,-0.116772,-0.029538
2019-04-05,0.049264,0.122846,0.189413,0.249314,0.303065,0.351253,-0.593724,0.528316,0.637416,-0.592967,0.709972,-0.563205,-0.552661,-0.484392,-0.399171,-0.576442,-0.305860,-0.210888,-0.118529,-0.031364
2019-04-04,0.043571,0.117454,0.184309,0.244483,0.298491,0.346918,-0.599509,0.524938,0.634670,-0.600080,0.707654,-0.566728,-0.560151,-0.491842,-0.406406,-0.580891,-0.312809,-0.217526,-0.124849,-0.037366
2019-04-03,0.055022,0.130478,0.198767,0.260238,0.315416,0.364895,-0.601353,0.546794,0.658904,-0.601815,0.733449,-0.568098,-0.561056,-0.491386,-0.404243,-0.582474,-0.308758,-0.211529,-0.116936,-0.027624
2019-04-02,0.011184,0.084873,0.151559,0.211584,0.265462,0.313774,-0.611596,0.491398,0.600914,-0.621394,0.673770,-0.566836,-0.586341,-0.520627,-0.436606,-0.585638,-0.343825,-0.249054,-0.156735,-0.069527
2019-04-01,0.008044,0.081993,0.149077,0.209577,0.263961,0.312785,-0.607035,0.492624,0.603646,-0.613821,0.677512,-0.570756,-0.580023,-0.516877,-0.435393,-0.585875,-0.344606,-0.251177,-0.159616,-0.072704
2019-03-29,-0.013245,0.059178,0.124872,0.184114,0.237365,0.285171,-0.610189,0.461267,0.570006,-0.619990,0.642379,-0.570297,-0.588357,-0.527135,-0.447553,-0.586813,-0.358688,-0.267174,-0.177476,-0.092337
2019-03-28,-0.022958,0.047601,0.111718,0.169616,0.221716,0.268527,-0.605901,0.441186,0.547913,-0.608669,0.618972,-0.579725,-0.576688,-0.518072,-0.442141,-0.590561,-0.357045,-0.269013,-0.182368,-0.099841
2019-03-27,-0.033199,0.038424,0.103370,0.161920,0.214538,0.261766,-0.622270,0.435690,0.543078,-0.633517,0.614564,-0.580363,-0.602734,-0.542201,-0.463327,-0.597681,-0.375237,-0.284557,-0.195723,-0.111450
2019-03-26,0.027718,0.096593,0.158945,0.215082,0.265475,0.310664,-0.582131,0.476800,0.579239,-0.574242,0.647416,-0.565404,-0.534170,-0.469946,-0.390559,-0.572978,-0.303731,-0.215265,-0.129109,-0.047684
2019-03-25,0.032158,0.102508,0.166213,0.223578,0.275078,0.321264,-0.590105,0.491053,0.595717,-0.580858,0.665353,-0.575689,-0.539953,-0.474778,-0.394157,-0.582289,-0.305848,-0.215751,-0.127910,-0.044826
2019-03-22,0.015368,0.085405,0.148938,0.206227,0.257713,0.303921,-0.585501,0.474005,0.578943,-0.579611,0.648774,-0.570550,-0.542889,-0.481604,-0.404177,-0.577024,-0.318305,-0.229974,-0.143360,-0.061095
2019-03-21,0.091358,0.165639,0.232833,0.293274,0.347476,0.396034,-0.569514,0.574123,0.683603,-0.556489,0.756340,-0.561368,-0.512791,-0.444167,-0.359223,-0.565301,-0.265996,-0.170757,-0.077856,0.010000
2019-03-20,0.134793,0.210660,0.279114,0.340549,0.395535,0.444713,-0.560847,0.624495,0.734690,-0.541224,0.807828,-0.560630,-0.492560,-0.419474,-0.330350,-0.561462,-0.233284,-0.134642,-0.038827,0.051457
2019-03-19,0.154741,0.230833,0.299331,0.360691,0.415528,0.464512,-0.563149,0.643221,0.752585,-0.540145,0.825146,-0.563856,-0.487286,-0.410182,-0.317657,-0.564613,-0.217938,-0.117358,-0.020213,0.070919
2019-03-18,0.132077,0.208451,0.277271,0.338961,0.394118,0.443404,-0.563313,0.623289,0.733392,-0.548079,0.806446,-0.557200,-0.501047,-0.427955,-0.337991,-0.560287,-0.239769,-0.139950,-0.043085,0.048065
2019-03-15,0.129075,0.206016,0.275349,0.337493,0.393049,0.442682,-0.569341,0.623743,0.734502,-0.552618,0.807974,-0.567588,-0.505805,-0.433142,-0.343339,-0.568733,-0.244949,-0.144718,-0.047299,0.044458
2019-03-14,0.128042,0.205198,0.274679,0.336923,0.392544,0.442220,-0.573979,0.623334,0.734081,-0.558573,0.807540,-0.569204,-0.511535,-0.438047,-0.347284,-0.571627,-0.248011,-0.147048,-0.049062,0.043120
2019-03-13,0.113005,0.190448,0.260271,0.322877,0.378857,0.428876,-0.573031,0.611358,0.722980,-0.561445,0.797020,-0.566967,-0.518440,-0.448246,-0.359827,-0.569546,-0.262041,-0.161896,-0.064250,0.027908
2019-03-12,0.113005,0.190448,0.260271,0.322877,0.378857,0.428876,-0.573031,0.611358,0.722980,-0.561445,0.797020,-0.566967,-0.518440,-0.448246,-0.359827,-0.569546,-0.262041,-0.161896,-0.064250,0.027908
2019-03-11,0.107457,0.184845,0.254671,0.317314,0.373349,0.423431,-0.570402,0.606218,0.718050,-0.559149,0.792232,-0.566453,-0.517795,-0.449409,-0.362519,-0.567980,-0.265872,-0.166509,-0.069360,0.022508
2019-03-08,0.120149,0.196547,0.265317,0.326900,0.381911,0.431026,-0.570523,0.609992,0.719380,-0.557422,0.791941,-0.563829,-0.512235,-0.440209,-0.350647,-0.566893,-0.252416,-0.152403,-0.055306,0.036030
2019-03-07,0.128955,0.208652,0.280415,0.344681,0.402081,0.453319,-0.576500,0.639884,0.753788,-0.565623,0.829286,-0.570446,-0.522256,-0.450331,-0.359190,-0.572838,-0.258173,-0.154680,-0.053825,0.041263
2019-03-06,0.178289,0.255943,0.325373,0.387184,0.442122,0.490968,-0.558394,0.667618,0.774931,-0.539535,0.846014,-0.558882,-0.488487,-0.409774,-0.313343,-0.558958,-0.208794,-0.103467,-0.002226,0.092127
2019-03-05,0.213075,0.290445,0.359415,0.420677,0.475034,0.523298,-0.563413,0.697495,0.803178,-0.535011,0.873168,-0.569072,-0.474677,-0.388389,-0.286394,-0.567796,-0.178091,-0.070454,0.032034,0.126895
2019-03-04,0.221147,0.298318,0.367071,0.428111,0.482252,0.530310,-0.557486,0.703687,0.808841,-0.529181,0.878478,-0.561885,-0.468239,-0.381233,-0.278656,-0.561198,-0.169979,-0.062162,0.040350,0.135124
2019-03-01,0.250804,0.328305,0.397192,0.458243,0.512319,0.560272,-0.562701,0.732992,0.837634,-0.527916,0.906915,-0.569231,-0.459717,-0.366310,-0.258688,-0.568277,-0.146306,-0.035913,0.068306,0.164152
2019-02-28,0.224487,0.300879,0.368783,0.428965,0.482271,0.529542,-0.567138,0.699810,0.802986,-0.537336,0.871316,-0.568409,-0.472756,-0.382186,-0.276924,-0.569399,-0.166579,-0.057977,0.044652,0.139088
2019-02-27,0.193633,0.270603,0.339121,0.399906,0.453783,0.501581,-0.566653,0.673843,0.778249,-0.547321,0.847394,-0.560383,-0.491267,-0.406698,-0.305215,-0.563699,-0.196971,-0.089318,0.013101,0.107765
2019-02-26,0.157621,0.233899,0.301882,0.362245,0.415778,0.463289,-0.574873,0.634605,0.738475,-0.558834,0.807279,-0.570873,-0.508214,-0.428873,-0.331669,-0.572698,-0.226681,-0.121419,-0.020731,0.072677
2019-02-25,0.155855,0.232428,0.300625,0.361136,0.414770,0.462347,-0.569602,0.633751,0.737604,-0.559528,0.806388,-0.558096,-0.511716,-0.433308,-0.336049,-0.562764,-0.230566,-0.124681,-0.023397,0.070514
2019-02-22,0.145601,0.222466,0.290930,0.351682,0.405531,0.453300,-0.584731,0.625395,0.729663,-0.572480,0.798722,-0.577070,-0.523919,-0.445224,-0.347762,-0.580140,-0.242044,-0.135877,-0.034281,0.059950
2019-02-21,0.181022,0.257479,0.325362,0.385452,0.438614,0.485708,-0.575859,0.655008,0.757447,-0.561630,0.825283,-0.562130,-0.507039,-0.422079,-0.319548,-0.568336,-0.210272,-0.101901,0.000843,0.095471
2019-02-20,0.143211,0.220530,0.289302,0.350252,0.404221,0.452054,-0.582866,0.624115,0.728243,-0.576983,0.797196,-0.567445,-0.531220,-0.453070,-0.354969,-0.573397,-0.248139,-0.140793,-0.038150,0.056924
2019-02-19,0.151664,0.229576,0.298858,0.360246,0.414592,0.462752,-0.587752,0.635933,0.740706,-0.577982,0.810075,-0.577810,-0.530041,-0.450370,-0.351014,-0.581570,-0.243068,-0.134715,-0.031175,0.064690
2019-02-18,0.154010,0.232123,0.301433,0.362722,0.416885,0.464809,-0.569930,0.636686,0.740459,-0.568901,0.809146,-0.554318,-0.526972,-0.450232,-0.351664,-0.559575,-0.243365,-0.134227,-0.029880,0.066623
2019-02-15,0.146970,0.223348,0.291069,0.350917,0.403782,0.450543,-0.567113,0.618176,0.719381,-0.565670,0.786385,-0.551131,-0.523509,-0.447171,-0.349646,-0.556647,-0.242870,-0.135544,-0.033130,0.061439
2019-02-14,0.132553,0.208413,0.275683,0.335138,0.387657,0.434112,-0.567332,0.600642,0.701183,-0.568607,0.767756,-0.550155,-0.529164,-0.455099,-0.359366,-0.555909,-0.253982,-0.147751,-0.046216,0.047630
2019-02-13,0.175113,0.252718,0.321381,0.381956,0.435386,0.482591,-0.566211,0.651485,0.753298,-0.561124,0.820676,-0.555086,-0.515597,-0.435563,-0.334261,-0.558572,-0.223957,-0.113560,-0.008606,0.087994
2019-02-12,0.174786,0.252869,0.321826,0.382569,0.436082,0.483317,-0.566133,0.652062,0.753686,-0.569781,0.820932,-0.540595,-0.526341,-0.445325,-0.341943,-0.549874,-0.229444,-0.117156,-0.010731,0.086935
2019-02-11,0.147113,0.224895,0.294222,0.355783,0.410389,0.458862,-0.570129,0.633727,0.739789,-0.573334,0.810042,-0.534558,-0.529140,-0.450664,-0.352108,-0.549233,-0.245037,-0.137577,-0.034813,0.060481
2019-02-08,0.119034,0.195721,0.264069,0.324760,0.378595,0.426386,-0.574053,0.598815,0.703434,-0.585443,0.772755,-0.526922,-0.545489,-0.469603,-0.372986,-0.546194,-0.267589,-0.161673,-0.060348,0.033616
2019-02-07,0.145013,0.221644,0.289793,0.350204,0.403721,0.451181,-0.577778,0.622145,0.725763,-0.582050,0.794409,-0.535167,-0.535436,-0.454117,-0.353440,-0.553103,-0.245223,-0.137484,-0.035086,0.059417
2019-02-06,0.191989,0.267025,0.333493,0.392235,0.444150,0.490106,-0.573972,0.655191,0.755070,-0.562809,0.821231,-0.544347,-0.504125,-0.414282,-0.308196,-0.557898,-0.197035,-0.088157,0.014141,0.107752
2019-02-05,0.212105,0.287606,0.354265,0.413028,0.464863,0.510686,-0.591449,0.674958,0.774225,-0.579189,0.839970,-0.551560,-0.513156,-0.415109,-0.302011,-0.570157,-0.185540,-0.072936,0.031827,0.126974
2019-02-04,0.202421,0.278527,0.345779,0.405106,0.457465,0.503765,-0.594050,0.669830,0.770200,-0.583988,0.836672,-0.554218,-0.520505,-0.424423,-0.312514,-0.572504,-0.196559,-0.083978,0.021083,0.116715
2019-02-01,0.184561,0.260750,0.328168,0.387701,0.440282,0.486807,-0.603660,0.653818,0.754814,-0.591996,0.821706,-0.570365,-0.530184,-0.436523,-0.326780,-0.585707,-0.212433,-0.100905,0.003553,0.098909
2019-01-31,0.184605,0.259881,0.326523,0.385390,0.437394,0.483412,-0.601847,0.648624,0.748534,-0.581965,0.814713,-0.584421,-0.518813,-0.426458,-0.318799,-0.593133,-0.206557,-0.096893,0.005993,0.100042
2019-01-30,0.211752,0.287303,0.354059,0.412941,0.464903,0.510848,-0.599766,0.675605,0.775168,-0.577905,0.841106,-0.577821,-0.509650,-0.412038,-0.300030,-0.588937,-0.184555,-0.072651,0.031702,0.126661
2019-01-29,0.223020,0.300070,0.368108,0.428093,0.481010,0.527790,-0.602856,0.695486,0.796796,-0.585988,0.863874,-0.569160,-0.517033,-0.416581,-0.301197,-0.585294,-0.182481,-0.067703,0.039115,0.136163
2019-01-28,0.225142,0.302104,0.369984,0.429779,0.482494,0.529072,-0.612847,0.695935,0.796705,-0.595010,0.863426,-0.576357,-0.523295,-0.420041,-0.302423,-0.593951,-0.182146,-0.066388,0.040970,0.138251
2019-01-25,0.220731,0.296898,0.363620,0.422040,0.473276,0.518353,-0.616559,0.678661,0.774979,-0.600857,0.838724,-0.589295,-0.532724,-0.430498,-0.311810,-0.601772,-0.189630,-0.072100,0.036416,0.134108
2019-01-24,0.212269,0.290568,0.359266,0.419479,0.472324,0.518837,-0.610515,0.684317,0.783731,-0.602154,0.849503,-0.582865,-0.541436,-0.444062,-0.327542,-0.594507,-0.205500,-0.086812,0.023567,0.123426
2019-01-23,0.260554,0.339258,0.408045,0.468162,0.520813,0.567086,-0.621905,0.731371,0.829950,-0.607707,0.895154,-0.583621,-0.533987,-0.423818,-0.297108,-0.601106,-0.167779,-0.044246,0.069158,0.170780
2019-01-22,0.263323,0.341993,0.410719,0.470765,0.523341,0.569540,-0.626473,0.733522,0.831907,-0.610379,0.896982,-0.589336,-0.534910,-0.423363,-0.295672,-0.606497,-0.165699,-0.041778,0.071832,0.173540
2019-01-21,0.282973,0.362572,0.432067,0.492756,0.545876,0.592541,-0.622323,0.758106,0.857402,-0.607151,0.923066,-0.580218,-0.529744,-0.415383,-0.284870,-0.599633,-0.152396,-0.026377,0.088951,0.192054
2019-01-18,0.276047,0.355382,0.424622,0.485071,0.537971,0.584435,-0.627717,0.749254,0.848096,-0.613378,0.913465,-0.583814,-0.536044,-0.421559,-0.290957,-0.603992,-0.158500,-0.032602,0.082530,0.185391
2019-01-17,0.262430,0.341812,0.411122,0.471648,0.524622,0.571154,-0.622969,0.736222,0.835214,-0.614132,0.900683,-0.576146,-0.541614,-0.430568,-0.302160,-0.597017,-0.170986,-0.045774,0.069034,0.171779
2019-01-16,0.253400,0.333766,0.403982,0.465328,0.519037,0.566224,-0.630497,0.733650,0.834055,-0.622878,0.900451,-0.585978,-0.552473,-0.442893,-0.315039,-0.605536,-0.183678,-0.057797,0.057939,0.161714
2019-01-15,0.234583,0.314893,0.385085,0.446422,0.500131,0.547322,-0.639748,0.714780,0.815211,-0.633410,0.881630,-0.597060,-0.565340,-0.457848,-0.331523,-0.615553,-0.201176,-0.075923,0.039443,0.143009
2019-01-14,0.238316,0.317314,0.386316,0.446584,0.499338,0.545680,-0.630118,0.710069,0.808656,-0.622434,0.873867,-0.588436,-0.553678,-0.446291,-0.320724,-0.606637,-0.191571,-0.067751,0.046098,0.148164
2019-01-11,0.244311,0.322878,0.391489,0.451407,0.503849,0.549910,-0.635030,0.713287,0.811261,-0.619185,0.876069,-0.605625,-0.546996,-0.438380,-0.312601,-0.618901,-0.183690,-0.060301,0.053055,0.154627
2019-01-10,0.262701,0.341234,0.409719,0.469467,0.521720,0.567592,-0.637645,0.730175,0.827633,-0.618615,0.892095,-0.606446,-0.541536,-0.428466,-0.299302,-0.620978,-0.168080,-0.043248,0.070925,0.172892
2019-01-09,0.295678,0.373852,0.441874,0.501115,0.552858,0.598238,-0.634853,0.758858,0.855063,-0.608034,0.918690,-0.608777,-0.523711,-0.404823,-0.271464,-0.621747,-0.137503,-0.011078,0.103855,0.206022
2019-01-08,0.304953,0.382828,0.450533,0.509462,0.560908,0.606013,-0.644292,0.765582,0.861137,-0.609890,0.924335,-0.626447,-0.520625,-0.398607,-0.263376,-0.636370,-0.128401,-0.001529,0.113495,0.215537
2019-01-07,0.283647,0.361973,0.430092,0.489393,0.541170,0.586569,-0.643646,0.747191,0.843378,-0.620818,0.906995,-0.612017,-0.537999,-0.419300,-0.285555,-0.627132,-0.151041,-0.024089,0.091276,0.193764
2019-01-04,0.269688,0.348117,0.416328,0.475708,0.527554,0.573011,-0.659068,0.733830,0.830134,-0.634683,0.893833,-0.631493,-0.551823,-0.433377,-0.299815,-0.644813,-0.165356,-0.038364,0.077093,0.179693
2019-01-03,0.241856,0.319246,0.386934,0.446171,0.498131,0.543867,-0.673090,0.706769,0.804799,-0.654826,0.869691,-0.612303,-0.568101,-0.447328,-0.314520,-0.641540,-0.182745,-0.059046,0.053362,0.153551
2019-01-02,0.223761,0.300167,0.366945,0.425351,0.476561,0.521623,-0.688300,0.682061,0.778603,-0.669424,0.842524,-0.626838,-0.581899,-0.460757,-0.328101,-0.656497,-0.196902,-0.074056,0.037352,0.136491
2018-12-28,0.310374,0.388322,0.456173,0.515302,0.566980,0.612330,-0.748662,0.773019,0.869342,-0.657668,0.933054,-0.802619,-0.539129,-0.402919,-0.261361,-0.785044,-0.123890,0.003775,0.118943,0.220962
2018-12-27,0.298424,0.375162,0.441936,0.500108,0.550938,0.595536,-0.747434,0.753528,0.848238,-0.656852,0.910896,-0.802401,-0.539619,-0.405078,-0.265315,-0.784299,-0.129645,-0.003712,0.109833,0.210362
2018-12-21,0.296685,0.371072,0.436627,0.494435,0.545506,0.590743,-0.755365,0.753778,0.852777,-0.649710,0.918373,-0.799874,-0.517489,-0.376949,-0.238800,-0.789534,-0.108880,0.010042,0.117062,0.212357
2018-12-20,0.280184,0.353125,0.417663,0.474797,0.525454,0.570476,-0.750216,0.733924,0.833975,-0.640502,0.900476,-0.804028,-0.509540,-0.372716,-0.239090,-0.789798,-0.113612,0.001375,0.105125,0.197829
2018-12-19,0.299546,0.374356,0.440532,0.499095,0.551002,0.597117,-0.749088,0.764374,0.866623,-0.640418,0.934533,-0.799725,-0.508300,-0.369159,-0.232704,-0.786845,-0.104273,0.013571,0.119970,0.215066
2018-12-18,0.304565,0.380347,0.447357,0.506637,0.559160,0.605807,-0.756564,0.774869,0.878128,-0.647579,0.946678,-0.806322,-0.514188,-0.373336,-0.235042,-0.793875,-0.104819,0.014681,0.122562,0.218958
2018-12-17,0.315752,0.392772,0.460901,0.521186,0.574609,0.622060,-0.752418,0.794054,0.899089,-0.645339,0.968798,-0.799144,-0.512250,-0.370735,-0.231237,-0.787896,-0.099547,0.021509,0.130929,0.228789
2018-12-14,0.313795,0.392221,0.461525,0.522773,0.576975,0.625051,-0.733995,0.798695,0.904278,-0.643622,0.974214,-0.759454,-0.518748,-0.380433,-0.241322,-0.756341,-0.108564,0.014204,0.125515,0.225196
2018-12-13,0.309478,0.383991,0.449443,0.506971,0.557634,0.602378,-0.714741,0.762608,0.859242,-0.627973,0.923119,-0.734048,-0.504542,-0.367302,-0.229697,-0.733466,-0.099123,0.020804,0.128761,0.224749
